scan_id,scan_time,pid,name,state,ppid,utime,stime,cmd,argvs,euser,ruser,suser,egroup,rgroup,sgroup,fgroup,priority,nice,size,vm_size,resident,share,start_time,pgrp,session,nlwp,tgid,tty,processor,checksum
0,2023/04/12 04:00:14,12836,msedge.exe,,71892,0,0,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,,,,,,,,4,0,30625792,110039040,0,0,0,0,7,17,0,0,0,a1631d00a3c7b264a21dee3c067b27318cd6f395
0,2023/04/12 04:00:15,14752,LenovoUtilityService.exe,,1036,0,1,C:\Windows\System32\DriverStore\FileRepository\lenovofnandfunctionkeys.inf_amd64_f425cd32ef5787cd\LenovoUtilityService.exe,,,,,,,,,8,0,3125248,16072704,0,0,0,0,0,3,0,0,0,d84aca30c68776c9bfd7e9e0f4737abaf4c6f77b
0,2023/04/12 04:00:15,1480,svchost.exe,,1036,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2347008,12455936,0,0,0,0,0,3,0,0,0,7408a44f67d923bd0f5f0e0058506a649e44cc8d
0,2023/04/12 04:00:25,4328,ElevocControlService.exe,,1036,72,220,C:\Windows\System32\ElevocControlService.exe,,,,,,,,,8,0,249151488,257544192,0,0,0,0,0,9,0,0,0,eed63fd996ae2a12e411ccd201b27f5eb3cda8b5
0,2023/04/12 04:00:25,4372,gcpw_extension.exe,,1036,0,0,C:\Program Files\Google\Credential Provider\94.0.4606.56\extension\gcpw_extension.exe,,,,,,,,,8,0,8646656,23695360,0,0,0,0,0,5,0,0,0,f365c1ab00f7030bd683e9a74b177d6b9d0179b4
0,2023/04/12 04:00:26,44116,WhatsApp.exe,,1180,9,3,C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2310.3.0_x64__cv1g1gvanyjgm\WhatsApp.exe,,,,,,,,,8,0,133750784,325144576,0,0,0,0,7,25,0,0,0,76e21fbd5d1e71f817b08cfea9ac96f2aca1b46b
0,2023/04/12 04:00:26,44276,Canva.exe,,58580,0,0,C:\Users\adi.irawan_mekari\AppData\Local\Programs\Canva\Canva.exe,,,,,,,,,8,0,11599872,39206912,0,0,0,0,7,7,0,0,0,630b4ef1e2da982cdb22b2f7c40ba9c39041ac4b
0,2023/04/12 04:00:26,44396,Flock.exe,,5044,39,14,C:\Users\adi.irawan_mekari\AppData\Local\Flock\Flock.exe,,,,,,,,,10,0,224006144,490045440,0,0,0,0,7,15,0,0,0,a6f5f4ea84b4f0e48fe0150db058b866bffc6f12
0,2023/04/12 04:00:26,4448,svchost.exe,,1036,2,3,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2854912,11485184,0,0,0,0,0,5,0,0,0,5b86e726bdacb8c6649135e2d89a150f85a3e268
0,2023/04/12 04:00:29,50764,GoogleCrashHandler64.exe,,59348,0,0,C:\Program Files (x86)\Google\Update\1.3.36.202\GoogleCrashHandler64.exe,,,,,,,,,8,0,1855488,2961408,0,0,0,0,0,3,0,0,0,4d6bf224e3c7952d34d2c8b7193f15ee1fd5fe3c
