scan_id,id,policy_id,title,description,rationale,remediation,file,process,directory,registry,command,references,result,status,reason,condition
203925346,19000,cis_ubuntu20-04,Ensure mounting of cramfs filesystems is disabled.,The cramfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems. A cramfs image can be used without having to first decompress the image.,"Removing support for unneeded filesystem types reduces the local attack surface of the server. If this filesystem type is not needed, disable it.",1) Edit or create a file in the /etc/modprobe.d/ directory ending in .conf and add the following line: install cramfs /bin/true. 2) Run the following command to unload the cramfs module: # rmmod cramfs,,,,,"modprobe -n -v cramfs,lsmod",,,Not applicable,Invalid path or wrong permissions to run command 'modprobe -n -v cramfs',all
203925346,19001,cis_ubuntu20-04,Ensure mounting of freevxfs filesystems is disabled.,The freevxfs filesystem type is a free version of the Veritas type filesystem. This is the primary filesystem type for HP-UX operating systems.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.",Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vi /etc/modprobe.d/freevxfs.conf and add the following line: install freevxfs /bin/true Run the following command to unload the freevxfs module: # rmmod freevxfs,,,,,"/sbin/modprobe -n -v freevxfs,lsmod",,,Not applicable,Invalid path or wrong permissions to run command '/sbin/modprobe -n -v freevxfs',all
203925346,19002,cis_ubuntu20-04,Ensure mounting of jffs2 filesystems is disabled.,The jffs2 (journaling flash filesystem 2) filesystem type is a log-structured filesystem used in flash memory devices.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.",Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vi /etc/modprobe.d/jffs2.conf and add the following line: install jffs2 /bin/true Run the following command to unload the jffs2 module: # rmmod jffs2,,,,,"/sbin/modprobe -n -v jffs2,lsmod",,,Not applicable,Invalid path or wrong permissions to run command '/sbin/modprobe -n -v jffs2',all
203925346,19003,cis_ubuntu20-04,Ensure mounting of hfs filesystems is disabled.,The hfs filesystem type is a hierarchical filesystem that allows you to mount Mac OS filesystems.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.",Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vi /etc/modprobe.d/hfs.conf and add the following line: install hfs /bin/true Run the following command to unload the hfs module: # rmmod hfs,,,,,"/sbin/modprobe -n -v hfs,lsmod",,,Not applicable,Invalid path or wrong permissions to run command '/sbin/modprobe -n -v hfs',all
203925346,19004,cis_ubuntu20-04,Ensure mounting of hfsplus filesystems is disabled.,The hfsplus filesystem type is a hierarchical filesystem designed to replace hfs that allows you to mount Mac OS filesystems.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.",Edit or create a file in the /etc/modprobe.d/ directory ending in .confExample: vi /etc/modprobe.d/hfsplus.conf and add the following line: install hfsplus /bin/true Run the following command to unload the hfsplus module: # rmmod hfsplus,,,,,"/sbin/modprobe -n -v hfsplus,lsmod",,,Not applicable,Invalid path or wrong permissions to run command '/sbin/modprobe -n -v hfsplus',all
203925346,19005,cis_ubuntu20-04,Ensure mounting of udf filesystems is disabled.,The udf filesystem type is the universal disk format used to implement ISO/IEC 13346 and ECMA-167 specifications. This is an open vendor filesystem type for data storage on a broad range of media. This filesystem type is necessary to support writing DVDs and newer optical disc formats.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.",Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vi /etc/modprobe.d/udf.conf and add the following line: install udf /bin/true Run the following command to unload the udf module: # rmmod udf,,,,,"/sbin/modprobe -n -v udf,lsmod",,,Not applicable,Invalid path or wrong permissions to run command '/sbin/modprobe -n -v udf',all
203925346,19006,cis_ubuntu20-04,Ensure /tmp is configured.,The /tmp directory is a world-writable directory used for temporary storage by all users and some applications.,"Making /tmp its own file system allows an administrator to set the noexec option on the mount, making /tmp useless for an attacker to install executable code. It would also prevent an attacker from establishing a hardlink to a system setuid program and wait for it to be updated. Once the program was updated, the hardlink would be broken and the attacker would have his own copy of the program. If the program happened to have a security vulnerability, the attacker could continue to exploit the known flaw. This can be accomplished by either mounting tmpfs to /tmp, or creating a separate partition for /tmp.","Configure /etc/fstab as appropriate. Example: tmpfs /tmp tmpfs defaults,rw,nosuid,nodev,noexec,relatime 0 0 or Run the following commands to enable systemd /tmp mounting: systemctl unmask tmp.mount systemctl enable tmp.mount Edit /etc/systemd/system/local-fs.target.wants/tmp.mount to configure the /tmp mount: [Mount] What=tmpfs Where=/tmp Type=tmpfs Options=mode=1777,strictatime,noexec,nodev,nosuid",,,,,mount,"http://tldp.org/HOWTO/LVM-HOWTO/,https://www.freedesktop.org/wiki/Software/systemd/APIFileSystems/",failed,,,all
203925346,19007,cis_ubuntu20-04,Ensure nodev option set on /tmp partition.,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the /tmp filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices in /tmp.","Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /tmp: # mount -o remount,nodev /tmp     OR      Edit /etc/systemd/system/local-fs.target.wants/tmp.mount to add nodevto the /tmp mount options:  [Mount]   Options=mode=1777,strictatime,noexec,nodev,nosuid Run the following command to remount /tmp:  # mount -o remount,nodev /tmp",,,,,mount,,failed,,,all
203925346,19008,cis_ubuntu20-04,Ensure nosuid option set on /tmp partition.,The nosuid mount option specifies that the filesystem cannot contain set userid files.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create set userid files in /tmp.","Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /tmp: # mount -o remount,nosuid /tmp       OR          Edit /etc/systemd/system/local-fs.target.wants/tmp.mount to add nosuidto the /tmp mount options:[Mount]  Options=mode=1777,strictatime,noexec,nodev,nosuid  Run the following command to remount /tmp:# mount -o remount,nosuid /tmp",,,,,mount,,failed,,,all
203925346,19009,cis_ubuntu20-04,Ensure noexec option set on /tmp partition.,The noexec mount option specifies that the filesystem cannot contain executable binaries.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create set userid files in /tmp.","Edit the /etc/fstab file and add noexecto the fourth field (mounting options) for the /tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /tmp: # mount -o remount,noexec /tmp       OR      Edit /etc/systemd/system/local-fs.target.wants/tmp.mount to add noexecto the /tmp mount options:  [Mount]  Options=mode=1777,strictatime,noexec,nodev,nosuid Run the following command to remount /tmp: # mount -o remount,noexec /tmp",,,,,mount,,failed,,,all
