scan_id,scan_time,format,name,priority,section,size,vendor,install_time,version,architecture,multiarch,source,description,location,triaged,cpe,msu_name,checksum,item_id
0,2023/04/12 03:09:03,deb,libgssapi-krb5-2,optional,libs,426,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.17-6ubuntu4.1,amd64,same,krb5,MIT Kerberos runtime libraries - krb5 GSS-API Mechanism,,0,,,ca498815b5cf037988ce8a1e9ffe8183ae83e4f9,00d7743f300b6ade5f6eb75b2667ce30043b69a6
0,2023/04/12 03:09:03,deb,gpg,optional,utils,1135,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.2.19-3ubuntu2.2,amd64,foreign,gnupg2,GNU Privacy Guard -- minimalist public key operations,,0,,,268601f73d5206820536a752a8a9ee0d21461ac6,030f891d73a8a7881fcf3c4b56d53793db7142fb
0,2023/04/12 03:09:03,deb,libmagic-mgc,optional,libs,5723,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1:5.38-4,amd64,foreign,file,"File type determination library using ""magic"" numbers (compiled magic file)",,0,,,8698665b56f9314bd3897e3db0f796677d99a85e,057f06d953ddd3c7ffc0f88b3ab3d9a08e6629da
0,2023/04/12 03:09:03,deb,mount,required,admin,434,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.34-0.1ubuntu9.3,amd64,foreign,util-linux,tools for mounting and manipulating filesystems,,0,,,5dfd4d1b0c24aa8cb7d5798279663eb07965385e,05a5f3e978f311514d055b8297adc98598c76944
0,2023/04/12 03:09:03,deb,libpam-modules,required,admin,1166,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.3.1-5ubuntu4.3,amd64,same,pam,Pluggable Authentication Modules for PAM,,0,,,6aea37425c61313e583747e4aa69fa5ed21a9496,08a2c99c66a28b68caf21c7a62049dfe38fd31f2
0,2023/04/12 03:09:03,deb,libacl1,optional,libs,70,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.2.53-6,amd64,same,acl,access control list - shared library,,0,,,bfdad2155ef69e512ecdd120aec57bdaa4113902,09ba7ed81ed87a63518015336df0dfd00e7708df
0,2023/04/12 03:09:04,deb,gzip,required,utils,245,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.10-0ubuntu4.1,amd64,,,GNU compression utilities,,0,,,449ec0c173e61750c61520245dec6c11e7581548,0dbb9666a925d0d9e512e7e1d2628e984136aa60
0,2023/04/12 03:09:04,deb,libc6,optional,libs,13238,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.31-0ubuntu9.9,amd64,same,glibc,GNU C Library: Shared libraries,,0,,,0ffca30bdface820dea7acc96d0df9a8227f72ba,0e05b495e7a401b3538db0bc61bc82c528fc908a
0,2023/04/12 03:09:04,deb,gpgsm,optional,utils,568,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.2.19-3ubuntu2.2,amd64,foreign,gnupg2,GNU privacy guard - S/MIME version,,0,,,03d1cd06928b8b7f2bbe709d0f1ed35e4c9ed356,10956f9fb36dece5901e4763fe51157ea6698f16
0,2023/04/12 03:09:04,deb,libreadline8,important,libs,441,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,8.0-4,amd64,same,readline,"GNU readline and history libraries, run-time libraries",,0,,,4e10a303f57e99ce1a7831f4114522dc10a8fc56,1281d50d91a899bd251772e0da7f25ca5990ad04
0,2023/04/12 03:09:04,deb,libpsl5,optional,libs,91,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,0.21.0-1ubuntu1,amd64,same,libpsl,Library for Public Suffix List (shared libraries),,0,,,91c6e7d627964b68de180dba969ca5ebd973e20a,157066920badb973877da3061ae3c49627c2d4ad
0,2023/04/12 03:09:04,deb,libnpth0,optional,libs,36,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.6-1,amd64,same,npth,replacement for GNU Pth using system threads,,0,,,1a66e11220ed082d2076a58ead91ce465aba589d,16b813f7351e6139fbbe7a2e73073674176da1eb
0,2023/04/12 03:09:04,deb,publicsuffix,optional,net,309,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,20200303.0012-1,all,foreign,,"accurate, machine-readable list of domain name suffixes",,0,,,dd137cd12aa08e46e7c963394d4b86f01f25db1a,16fd962ef157f14b68a21445861810ae1cb4fc91
0,2023/04/12 03:09:04,deb,libprocps8,optional,libs,128,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2:3.3.16-1ubuntu2.3,amd64,same,procps,library for accessing process information from /proc,,0,,,efcf0bf362c963d753233b83af2beddf4528d493,181819690d405f0a134624b0f1d2262632ee860e
0,2023/04/12 03:09:04,deb,libbrotli1,optional,libs,751,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.0.7-6ubuntu0.1,amd64,same,brotli,library implementing brotli encoder and decoder (shared libraries),,0,,,e7c63ed303a8e11fbf9907a4e09f0bce9299a7ad,18f5ad5c59d8058af0bfb06b382d7e000a662cd0
0,2023/04/12 03:09:04,deb,libkeyutils1,optional,libs,47,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.6-6ubuntu1.1,amd64,same,keyutils,Linux Key Management Utilities (library),,0,,,f3694ec14ba274de3fe2cf85eee5858182deb746,1920674201ab730fe112bd0d648dd054d972129a
0,2023/04/12 03:09:05,deb,libgmp10,optional,libs,567,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2:6.2.0+dfsg-4ubuntu0.1,amd64,same,gmp,Multiprecision arithmetic library,,0,,,323472de5bc788cae9385e77dda35f9af2f89c81,1b2c606bac7c7e3258388db7cfdb9e5babd5eda6
0,2023/04/12 03:09:05,deb,libasn1-8-heimdal,optional,libs,798,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,7.7.0+dfsg-1ubuntu1.1,amd64,same,heimdal,Heimdal Kerberos - ASN.1 library,,0,,,e93b61ad386843ce02ede5c9c7a92bb6787664f2,1c82e30f3ed2de6531c3c8b3a5ad1c3feae7cad3
0,2023/04/12 03:09:05,deb,diffutils,required,utils,532,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1:3.7-3,amd64,,,File comparison utilities,,0,,,e26a29506a2d79df5f833f7a8d1217e92582ee7c,1e21978a7751117dbd56ffb3595a7351c1bbfec2
0,2023/04/12 03:09:05,deb,libhx509-5-heimdal,optional,libs,360,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,7.7.0+dfsg-1ubuntu1.1,amd64,same,heimdal,Heimdal Kerberos - X509 support library,,0,,,ef2312721401da85666e95f1873fbfcc71cd0d1c,201e1505ed47e3ef266b48836d0d3b5220fae323
0,2023/04/12 03:09:05,deb,base-files,required,admin,392,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,11ubuntu5.6,amd64,foreign,,Debian base system miscellaneous files,,0,,,8f27651a547fc87ae670327255f1cda470eb2b75,20855e83ac2cff133f80f23df751e0b67b65683c
0,2023/04/12 03:09:05,deb,dash,required,shells,212,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,0.5.10.2-6,amd64,foreign,,POSIX-compliant shell,,0,,,f2c99bfc09aa1ee51ddee6a0183beacdccbf4402,213505fac2c5676b74f7841c160101350547b4b2
0,2023/04/12 03:09:05,deb,libtasn1-6,optional,libs,125,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,4.16.0-2,amd64,same,,Manage ASN.1 structures (runtime),,0,,,7bb9f9a12c579bfc42d39363e8358913fc1ad628,271c4f175daa920ed42cc730782e4f0627be80f3
0,2023/04/12 03:09:05,deb,debconf,important,admin,520,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.5.73,all,foreign,,Debian configuration management system,,0,,,ba4015a3cc9bc596b57a6d41356b3f88b263d812,28226ad5f08e66774c2afc8d432ccfb98e8a3581
0,2023/04/12 03:09:05,deb,curl,optional,web,403,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,7.68.0-1ubuntu2.14,amd64,foreign,,command line tool for transferring data with URL syntax,,0,,,3fdf95863dc603b662c989140993e413e03b1444,28534f64779104057d5f6322dcfe9f732f5e9279
0,2023/04/12 03:09:05,deb,distro-info-data,optional,devel,17,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,0.43ubuntu1.11,all,foreign,,information about the distributions' releases (data files),,0,,,45ebe1566e3088ae62986a11ce9a0b5a524f60ae,28e66d77985af1fc7520921f454f3d1e1033f442
0,2023/04/12 03:09:06,deb,libheimntlm0-heimdal,optional,libs,85,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,7.7.0+dfsg-1ubuntu1.1,amd64,same,heimdal,Heimdal Kerberos - NTLM support library,,0,,,2c841087ea7770a733e0ccdc33943c3f37f4d0f9,2a5ed867940eb24887ffc111d783ea2754fc431a
0,2023/04/12 03:09:06,deb,sensible-utils,required,utils,62,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,0.0.12+nmu1,all,foreign,,Utilities for sensible alternative selection,,0,,,0a88538d72a2e1c08865f2a6d7204af939aa0f85,2d61566be7a4ae797a26d34c54968581d55c0cf3
0,2023/04/12 03:09:06,deb,libsqlite3-0,optional,libs,1323,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,3.31.1-4ubuntu0.5,amd64,same,sqlite3,SQLite 3 shared library,,0,,,ef5335eb133a732465c6295bf980c81693fa1b24,2d7f1a7061e63e2b666955cc1fa70e9cd3bfc9f0
0,2023/04/12 03:09:06,deb,gpg-agent,optional,utils,911,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.2.19-3ubuntu2.2,amd64,foreign,gnupg2,GNU privacy guard - cryptographic agent,,0,,,ac2ddfd8983f08c2d27d6c208fbe793bedffe4cf,2de28f967cbd0776b98ecc571790b110a2e8fb86
0,2023/04/12 03:09:06,deb,libsmartcols1,optional,libs,338,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.34-0.1ubuntu9.3,amd64,same,util-linux,smart column output alignment library,,0,,,1b1f3cfbbbba060578edc660722b977da3b0c4ed,2e2c638efa2b63ad263bd7068b36d083ed0f5d36
0,2023/04/12 03:09:06,deb,gnupg-l10n,optional,localization,380,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,2.2.19-3ubuntu2.2,all,foreign,gnupg2,GNU privacy guard - localization files,,0,,,98dda538ece3f3ff808b843c196128ee9c304ff1,2e920732ef9c16ef26d47368f411630cdd51e328
0,2023/04/12 03:09:06,deb,grep,required,utils,496,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,3.4-1,amd64,foreign,,"GNU grep, egrep and fgrep",,0,,,59026f72959c1cb89f1d303e4def3dd6c4f52e09,2fa57deec1bc054b51549dc4e8d9a9e761817ddd
0,2023/04/12 03:09:06,deb,libselinux1,optional,libs,202,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,3.0-1build2,amd64,same,libselinux,SELinux runtime shared libraries,,0,,,240f399e201dea0fdd3066c0c3b83343b0e30209,2fb9a29548e051f9e556e8a244a783fe47dcd282
0,2023/04/12 03:09:06,deb,libss2,optional,libs,108,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1.45.5-2ubuntu1.1,amd64,same,e2fsprogs,command-line interface parsing library,,0,,,0f95b2931653f86f3dd726fa7f9a2b89faff3bce,2ff9340d5901d6be926de416cd3fa277b9ed01e0
0,2023/04/12 03:09:06,deb,libaudit1,optional,libs,157,Ubuntu Developers <ubuntu-devel-discuss@lists.ubuntu.com>,,1:2.8.5-2ubuntu6,amd64,same,audit,Dynamic library for security auditing,,0,,,2ea41e168ea176b170ed13cc7a38dbfb83ca5e48,3051c13b7d88e70c03325aa5ab375eab6a44e135
