scan_id,iface,proto,address,netmask,broadcast,checksum,item_id
0,Wi-Fi,ipv6,2407:0:3002:430b:f228:4ef3:55a2:5e2b,ffff:ffff:ffff:ffff::, ,9ef053b0e62ed317e9e7a0fb5758a50f03646bc9,09e7e9118c624cb5b73e947fe310b48fb1d1aec2
0,Wi-Fi,ipv4,192.168.1.71,255.255.255.0,192.168.1.255,5d161ef7a52450c903d60ce9382c4c50b891262b,179c8f6beb43c27f35c0095e7b586c5dc7abcd92
0,Wi-Fi,ipv6,fe80::53fa:2be4:c432:9834,ffff:ffff:ffff:ffff::, ,c791f1c22db65baa5ae6f2075628a8fd7501aa28,3529a4ad8c5bcb34eb37ac04170250d95de9cd86
0,Wi-Fi,ipv6,2407:0:3002:430b:58ce:2113:888a:6cdc,, ,faf5c5ce7fe2199c7b5aa92d4e47c59f201af0a9,39355726d6937030fb9e6dd72ac4c0cfdd7389ef
0,Local Area Connection* 3,ipv6,fe80::eb5e:fec4:2f88:fd87,ffff:ffff:ffff:ffff::, ,d1d02625ae41e55d6e06a702591fd7eeb0b14c47,40cccb9f3d629661f84dffc0a29b08b06caab998
0,Loopback Pseudo-Interface 1,ipv6,::1,, ,fa94c2aa68c8820fe69ba72c5ed91ac0fa9428f9,55604a20b704e491c9afb7320962fe4a0d9d6288
0,Bluetooth Network Connection,ipv4,169.254.230.121,255.255.0.0,169.254.255.255,f1c712742e4121d11cb58a9ceec990c5ddfa758a,5eeb40b060ab4aa4f2e895f68fe21922015ca091
0,Loopback Pseudo-Interface 1,ipv4,127.0.0.1,255.0.0.0,127.255.255.255,2e5cd3256e1553d8dbb8d176563d964fc654a2a9,976387d31be037d781b9ff2285b6f44fd28b0650
0,Local Area Connection* 4,ipv4,169.254.231.70,255.255.0.0,169.254.255.255,d0c1d2724014ceb8311b3438142cb3fd5776f598,9b9fb486dc8aa7e1420bc16838a5670a3c522896
0,Local Area Connection* 3,ipv4,169.254.16.78,255.255.0.0,169.254.255.255,3a366f66e3a70b5d8d67c0bddcb40a3efeab7de4,c2ae701c46b5eaf60cb43e78ddb047b9c3e92d0b
0,Local Area Connection* 4,ipv6,fe80::8e80:267c:b3f6:2a4e,ffff:ffff:ffff:ffff::, ,5ee5da1e63417b1876d94d58fdb6d43922d7e2b2,c8f9d1e1237a9909aeeee5115fa03d5aa1061604
0,Bluetooth Network Connection,ipv6,fe80::13d9:4914:9f1a:4426,ffff:ffff:ffff:ffff::, ,aac5d35c6a8b6ffc5600421ba69d7d89627cb649,f00013dab152ec2b3d74b09317d686b59a6041d1
