scan_id,scan_time,pid,name,state,ppid,utime,stime,cmd,argvs,euser,ruser,suser,egroup,rgroup,sgroup,fgroup,priority,nice,size,vm_size,resident,share,start_time,pgrp,session,nlwp,tgid,tty,processor,checksum
0,2023/04/12 05:39:09,10096,SystemSettingsBroker.exe,,8,1,1,C:\Windows\System32\SystemSettingsBroker.exe,,,,,,,,,8,0,8577024,41791488,0,0,0,0,3,16,0,0,0,0d674725740da7b0f09fbb7128bf6c4d89c535d9
0,2023/04/12 05:39:09,10164,chrome.exe,,6228,21,1,C:\Program Files\Google\Chrome\Application\chrome.exe,,,,,,,,,4,0,156229632,365797376,0,0,0,0,3,21,0,0,0,7c98cc7f75473f7fc4ed72c5db7611c0881a4609
0,2023/04/12 05:39:09,10192,chrome.exe,,6228,113,6,C:\Program Files\Google\Chrome\Application\chrome.exe,,,,,,,,,4,0,322187264,685674496,0,0,0,0,3,24,0,0,0,ee8b9eae3ebd5ca81d047ac24f6c24423106fc04
0,2023/04/12 05:39:09,10244,chrome.exe,,6228,3,0,C:\Program Files\Google\Chrome\Application\chrome.exe,,,,,,,,,4,0,40865792,105414656,0,0,0,0,3,20,0,0,0,ab2c67cc66b69b772946067bc39732332dc02342
0,2023/04/12 05:39:09,10264,svchost.exe,,944,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,4521984,17289216,0,0,0,0,0,11,0,0,0,2ab86019a49ae6ee096e900e3c6924d83d065710
0,2023/04/12 05:39:09,1032,fontdrvhost.exe,,864,0,0,C:\Windows\System32\fontdrvhost.exe,,,,,,,,,8,0,1843200,4743168,0,0,0,0,0,5,0,0,0,8de9d6e67cc0130950df532dd90eb7c748a14876
0,2023/04/12 05:39:09,10444,Flock.exe,,4440,8,1,C:\Users\febi.ganda_mekari\AppData\Local\Flock\Flock.exe,,,,,,,,,10,0,177258496,359526400,0,0,0,0,3,12,0,0,0,b9a17d7a92a714b078d48089dee2e388fbf79ad5
0,2023/04/12 05:39:09,10528,msedge.exe,,12952,0,0,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,,,,,,,,10,0,35069952,71397376,0,0,0,0,3,11,0,0,0,1dc57015be5e16b6bfe66eac6b1cd510223b6b3c
0,2023/04/12 05:39:10,10768,WidgetService.exe,,8,0,0,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.8900.0.0_x64__cw5n1h2txyewy\Dashboard\WidgetService.exe,,,,,,,,,8,0,6168576,30543872,0,0,0,0,3,5,0,0,0,82e760bcf1d605bcd0e0a83f0911cd28f1a90306
0,2023/04/12 05:39:10,10836,LocationNotificationWindows.exe,,1484,0,0,C:\Windows\System32\LocationNotificationWindows.exe,,,,,,,,,6,0,1929216,5570560,0,0,0,0,3,1,0,0,0,593117f43e0e64de438cf7b6f3aeeea2171118c5
