scan_id,scan_time,pid,name,state,ppid,utime,stime,cmd,argvs,euser,ruser,suser,egroup,rgroup,sgroup,fgroup,priority,nice,size,vm_size,resident,share,start_time,pgrp,session,nlwp,tgid,tty,processor,checksum
0,2023/04/12 04:21:50,10404,RuntimeBroker.exe,,1132,0,0,C:\Windows\System32\RuntimeBroker.exe,,,,,,,,,8,0,2330624,13766656,0,0,0,0,1,2,0,0,0,59cb484939927f7d448fb4ea9b56aa60fba26043
0,2023/04/12 04:21:50,1116,svchost.exe,,784,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1548288,9437184,0,0,0,0,1,2,0,0,0,df9b58e49aa805d8a44d7af2d324a477b2ead6ff
0,2023/04/12 04:21:50,1144,fontdrvhost.exe,,364,0,0,C:\Windows\System32\fontdrvhost.exe,,,,,,,,,8,0,1507328,5292032,0,0,0,0,0,5,0,0,0,2dc7f0e2731d0a5551d79dc50c19c773c186ce7a
0,2023/04/12 04:21:51,1208,chrome.exe,,940,1,0,C:\Program Files\Google\Chrome\Application\chrome.exe,,,,,,,,,4,0,44072960,124538880,0,0,0,0,1,19,0,0,0,d29be9c17b6c8001b0a5e40c043f00b1122dbacb
0,2023/04/12 04:21:51,12284,AnyDesk.exe,,784,0,0,C:\Program Files (x86)\AnyDesk\AnyDesk.exe,,,,,,,,,13,0,22851584,55939072,0,0,0,0,0,4,0,0,0,24d2958b65dbd15977c3cd477fcecc3e662124bd
0,2023/04/12 04:21:52,12524,Flock.exe,,10096,0,0,C:\Users\isrofia.kiswanto_mek\AppData\Local\Flock\Flock.exe,,,,,,,,,8,0,10321920,36872192,0,0,0,0,1,7,0,0,0,a031aa646220c90b8ff581d7d13c0d4be2940754
0,2023/04/12 04:21:52,12676,svchost.exe,,784,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1724416,9515008,0,0,0,0,0,1,0,0,0,bc3b679c35a936c0ace65bf1c1e6e4c2e7f59f5a
0,2023/04/12 04:21:52,13260,chrome.exe,,940,0,0,C:\Program Files\Google\Chrome\Application\chrome.exe,,,,,,,,,8,0,19275776,68890624,0,0,0,0,1,19,0,0,0,19c75fc84b455155e4973178d9776082689285dc
0,2023/04/12 04:21:54,1456,fontdrvhost.exe,,1400,0,0,C:\Windows\System32\fontdrvhost.exe,,,,,,,,,8,0,3346432,10452992,0,0,0,0,1,5,0,0,0,acbd6ee9c35e05e96514d823d0cb0f285fb00a1f
0,2023/04/12 04:21:55,15272,RuntimeBroker.exe,,1132,0,0,C:\Windows\System32\RuntimeBroker.exe,,,,,,,,,8,0,1376256,9105408,0,0,0,0,1,1,0,0,0,3d950744a8d39dd66008a2cf784cba035a65778b
